Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Valley Country Store Buhl,D - Low & Slow,Unassigned,1620.0,1692.0,-72.0,4,423.0,336.0,142,35.5,2025-06-18,2025-12-12,56,233,59.0,211.64291845493563,18.551416309012875,0.6016949152542372,172.84507042253523,138.0,173.0,2026-04-29,On Track
Town Pump - Bozeman #2,D - Low & Slow,Unassigned,1614.0,2022.0,-408.0,4,505.5,495.0,171,42.75,2025-08-26,2025-12-09,59,164,35.0,299.5741463414634,31.739268292682926,1.2214285714285715,85.14619883040935,68.0,85.0,2026-02-15,Urgent (< 2 weeks)
M&W Harpo's Cascade,D - Low & Slow,Unassigned,1555.5,1920.0,-364.5,3,640.0,768.0,162,54.0,2025-05-09,2025-08-28,162,273,55.5,173.4410989010989,18.063296703296704,0.972972972972973,106.88888888888889,85.0,107.0,2025-11-21,OVERDUE
Fast Stop #1143,D - Low & Slow,Unassigned,1543.5,2352.0,-808.5,4,588.0,480.0,197,49.25,2025-04-15,2025-11-10,88,297,69.66666666666667,158.1957575757576,20.190841750841752,0.7069377990430622,147.11336717428088,117.0,147.0,2026-03-07,Soon (2-4 weeks)
Good2Go #310,D - Low & Slow,Unassigned,1536.0,1536.0,0.0,2,768.0,768.0,129,64.5,2025-08-14,2025-10-17,112,176,64.0,265.65818181818184,22.311136363636365,1.0078125,103.1937984496124,82.0,103.0,2026-01-07,OVERDUE
Good2Go #717,D - Low & Slow,Unassigned,1536.0,1536.0,0.0,3,512.0,480.0,129,43.0,2025-05-23,2025-09-29,130,259,64.5,180.52447876447877,15.161235521235522,0.6666666666666666,156.0,124.0,156.0,2026-01-31,OVERDUE
Todd's Market,D - Low & Slow,Jason Black,1536.0,1536.0,0.0,2,768.0,768.0,130,65.0,2025-05-23,2025-08-20,170,259,89.0,180.52447876447877,15.27876447876448,0.7303370786516854,142.4,114.0,142.0,2025-12-12,OVERDUE
The Border Store - Hildale,D - Low & Slow,Andy Coon,1512.0,1884.0,-372.0,2,942.0,942.0,159,79.5,2025-11-19,2025-12-05,63,79,16.0,582.5984810126582,61.2653164556962,4.96875,20.930817610062892,17.0,21.0,2025-12-22,OVERDUE
Toledo Hardware & Feed,D - Low & Slow,Eric Arnold,1488.0,1752.0,-264.0,2,876.0,876.0,147,73.5,2025-10-21,2025-10-21,108,108,0.0,419.3955555555556,41.43222222222222,,,,,,
A&B Foods #2,D - Low & Slow,Unassigned,1476.0,1872.0,-396.0,5,374.4,288.0,157,31.4,2025-05-28,2025-11-19,79,254,43.75,176.88755905511812,18.81527559055118,0.7177142857142856,144.90445859872614,116.0,145.0,2026-03-15,Upcoming (1-2 months)
Valley Country Store Jerome,D - Low & Slow,Unassigned,1476.0,1980.0,-504.0,3,660.0,828.0,167,55.666666666666664,2025-06-20,2025-12-18,50,231,90.5,194.49974025974026,22.006406926406928,0.6151012891344383,169.07784431137725,135.0,169.0,2026-05-02,On Track
Exxon Rainy Creek,D - Low & Slow,Lamar Helm,1440.0,1440.0,0.0,2,720.0,720.0,122,61.0,2025-05-06,2025-06-20,231,276,45.0,158.81739130434784,13.45536231884058,1.3555555555555556,76.72131147540983,61.0,77.0,2025-08-20,OVERDUE
Grand View General Store,D - Low & Slow,Lamar Helm,1440.0,1536.0,-96.0,3,512.0,384.0,129,43.0,2025-04-16,2025-11-24,74,296,111.0,148.08648648648648,13.266081081081081,0.38738738738738737,268.4651162790698,214.0,268.0,2026-06-26,On Track
Riverside Grocery,D - Low & Slow,Unassigned,1411.5,1632.0,-220.5,2,816.0,816.0,137,68.5,2025-06-13,2025-07-23,198,238,40.0,180.52966386554624,17.52218487394958,1.7125,60.729927007299274,48.0,61.0,2025-09-09,OVERDUE
Food Mart - Raleigh,D - Low & Slow,Unassigned,1410.0,1536.0,-126.0,2,768.0,768.0,129,64.5,2025-04-16,2025-06-30,221,296,75.0,145.00135135135136,13.266081081081081,0.86,120.93023255813954,97.0,121.0,2025-10-05,OVERDUE
Basalt Store,D - Low & Slow,Andy Coon,1404.0,1536.0,-132.0,2,768.0,768.0,130,65.0,2025-05-21,2025-08-07,183,261,78.0,163.74620689655174,15.161685823754791,0.8333333333333334,124.8,100.0,125.0,2025-11-15,OVERDUE
Buena Vista Lagrees,D - Low & Slow,Andy Coon,1404.0,1488.0,-84.0,2,744.0,744.0,126,63.0,2025-08-06,2025-08-08,182,184,2.0,232.2704347826087,20.844782608695652,31.5,3.3015873015873014,3.0,3.0,2025-08-11,OVERDUE
One Stop #95,D - Low & Slow,Unassigned,1392.0,1392.0,0.0,3,464.0,576.0,118,39.333333333333336,2025-07-18,2025-12-11,57,203,73.0,208.73142857142858,17.69418719211823,0.5388127853881279,193.01694915254234,154.0,193.0,2026-05-14,On Track
Cash And Carry Grangeville,D - Low & Slow,Decker Larson,1387.5,1440.0,-52.5,3,480.0,288.0,121,40.333333333333336,2025-04-30,2025-12-10,58,282,112.0,149.77127659574467,13.06113475177305,0.3601190476190476,288.79338842975204,230.0,289.0,2026-07-28,On Track
Grocery Outlet - Airway Heights,D - Low & Slow,Unassigned,1370.2,1611.7,-241.5,3,537.2333333333333,363.2,136,45.333333333333336,2025-06-13,2025-10-24,105,238,66.5,175.2474285714286,17.394285714285715,0.6817042606516291,152.55882352941174,122.0,153.0,2026-02-23,Soon (2-4 weeks)
Moneta Farm and Home Supply,D - Low & Slow,Dale  Becker,1368.0,1560.0,-192.0,3,520.0,288.0,131,43.666666666666664,2025-08-05,2025-11-10,88,185,48.5,225.09145945945946,21.55481081081081,0.9003436426116838,115.5114503816794,92.0,116.0,2026-02-10,Urgent (< 2 weeks)
Town Pump - Helena #3 - 1253,D - Low & Slow,Unassigned,1356.0,1356.0,0.0,3,452.0,480.0,114,38.0,2025-05-07,2025-11-10,88,275,93.5,150.09687272727274,12.618763636363637,0.40641711229946526,255.89473684210526,204.0,256.0,2026-06-02,On Track
Fast Stop #1139,D - Low & Slow,Unassigned,1352.0,1820.0,-468.0,2,910.0,910.0,154,77.0,2025-11-10,2025-11-21,77,88,11.0,467.6690909090909,53.27,7.0,14.857142857142858,12.0,15.0,2025-12-03,OVERDUE
Rosauers Supermarket #109,D - Low & Slow,Decker Larson,1344.0,2592.0,-1248.0,5,518.4,576.0,219,43.8,2025-04-18,2025-09-23,136,294,39.5,139.15428571428572,22.67469387755102,1.1088607594936708,93.78995433789954,75.0,94.0,2025-12-07,OVERDUE
Short Trip 8,D - Low & Slow,JADEN BLACK,1344.0,1680.0,-336.0,3,560.0,336.0,141,47.0,2025-07-11,2025-11-05,93,210,58.5,194.816,20.438285714285715,0.8034188034188035,129.4468085106383,103.0,129.0,2026-02-16,Urgent (< 2 weeks)
Sinclair (First Stop),D - Low & Slow,Jason Black,1344.0,1344.0,0.0,2,672.0,672.0,114,57.0,2025-06-20,2025-09-19,140,231,91.0,177.10545454545456,15.022337662337664,0.6263736263736264,166.03508771929825,133.0,166.0,2026-01-30,OVERDUE
Nez Perce Phillips 66,D - Low & Slow,Decker Larson,1338.0,1584.0,-246.0,3,528.0,384.0,133,44.333333333333336,2025-08-27,2025-11-17,81,163,41.0,249.86944785276074,24.83754601226994,1.08130081300813,96.18045112781955,77.0,96.0,2026-02-02,OVERDUE
Fast Stop #1112,D - Low & Slow,Unassigned,1332.0,1824.0,-492.0,3,608.0,576.0,154,51.333333333333336,2025-06-17,2025-10-06,123,234,55.5,173.27384615384616,20.033162393162396,0.924924924924925,112.44155844155844,90.0,112.0,2026-01-04,OVERDUE
Broulim's Shelley,D - Low & Slow,Unassigned,1320.0,1320.0,0.0,4,330.0,336.0,110,27.5,2025-04-23,2026-01-08,29,289,86.66666666666667,139.0339100346021,11.586159169550173,0.3173076923076923,327.75757575757575,262.0,328.0,2026-09-27,On Track
Dintys Market & Deli,D - Low & Slow,Elijah Benedick,1320.0,1320.0,0.0,2,660.0,660.0,111,55.5,2025-07-18,2025-10-14,115,203,88.0,197.93497536945813,16.644532019704435,0.6306818181818182,164.9009009009009,132.0,165.0,2026-02-23,Soon (2-4 weeks)
Goodies Market,D - Low & Slow,Ann Wheelock,1320.0,1320.0,0.0,2,660.0,660.0,111,55.5,2025-09-19,2025-12-05,63,140,77.0,287.0057142857143,24.134571428571427,0.7207792207792207,144.2882882882883,115.0,144.0,2026-03-30,Upcoming (1-2 months)
Chevron Market,D - Low & Slow,Ann Wheelock,1317.0,1968.0,-651.0,2,984.0,984.0,166,83.0,2025-08-01,2025-10-08,121,189,68.0,212.1136507936508,26.735661375661376,1.2205882352941178,85.20481927710843,68.0,85.0,2025-12-15,OVERDUE
Grocery Outlet - Ridgecrest,D - Low & Slow,Unassigned,1316.6,1316.6,0.0,2,658.3,658.3,111,55.5,2025-11-10,2026-01-21,16,88,72.0,455.4239090909091,38.39590909090909,0.7708333333333334,134.9189189189189,108.0,135.0,2026-05-09,On Track
Gas N Shop #3,D - Low & Slow,Unassigned,1284.0,1680.0,-396.0,3,560.0,576.0,142,47.333333333333336,2025-08-08,2025-11-19,79,182,51.5,214.75252747252748,23.74989010989011,0.9190938511326862,113.15492957746478,90.0,113.0,2026-02-17,Urgent (< 2 weeks)
Lynns Dakota Mart - Belle Fourche,D - Low & Slow,Unassigned,1272.0,1272.0,0.0,3,424.0,396.0,107,35.666666666666664,2025-04-11,2025-11-17,81,301,110.0,128.63681063122925,10.820863787375416,0.3242424242424242,320.7476635514019,256.0,321.0,2026-07-31,On Track
Good 2 Go #714,D - Low & Slow,Unassigned,1260.0,1344.0,-84.0,3,448.0,480.0,113,37.666666666666664,2025-05-23,2025-09-29,130,259,64.5,148.0864864864865,13.280772200772201,0.5839793281653747,178.08849557522123,142.0,178.0,2026-02-18,Urgent (< 2 weeks)
Grocery Outlet - Bremerton,D - Low & Slow,Unassigned,1259.85,1430.1,-170.25,2,715.05,715.05,121,60.5,2025-10-07,2025-10-07,122,122,0.0,314.34290163934423,30.190491803278686,,,,,,
Capps Home Building Center,D - Low & Slow,Dale  Becker,1248.0,1248.0,0.0,2,624.0,624.0,105,52.5,2025-09-08,2025-09-11,148,151,3.0,251.5835761589404,21.166887417218543,17.5,5.942857142857143,5.0,6.0,2025-09-16,OVERDUE
Parkland On The Run #80132,D - Low & Slow,Unassigned,1248.0,1248.0,0.0,2,624.0,624.0,105,52.5,2025-05-05,2025-08-07,183,277,94.0,137.14483754512636,11.538628158844766,0.5585106382978723,186.20952380952383,149.0,186.0,2026-01-03,OVERDUE
Quick Track #88,D - Low & Slow,Unassigned,1248.0,1248.0,0.0,2,624.0,624.0,105,52.5,2025-09-23,2025-11-21,77,136,59.0,279.33176470588234,23.501470588235293,0.8898305084745762,116.87619047619049,93.0,117.0,2026-02-22,Soon (2-4 weeks)
Fast Stop #2241,D - Low & Slow,Unassigned,1234.5,1728.0,-493.5,2,864.0,864.0,145,72.5,2025-09-23,2025-11-03,95,136,41.0,276.31014705882353,32.45441176470588,1.7682926829268293,58.813793103448276,47.0,59.0,2025-12-20,OVERDUE
Jacobson Lumber,D - Low & Slow,Decker Larson,1224.0,1224.0,0.0,2,612.0,612.0,103,51.5,2025-08-21,2025-08-22,168,169,1.0,220.4648520710059,18.552189349112428,51.5,2.0194174757281553,2.0,2.0,2025-08-24,OVERDUE
Coyotes One Stop,D - Low & Slow,Decker Larson,1212.0,1560.0,-348.0,5,312.0,288.0,131,26.2,2025-04-30,2025-12-10,58,282,56.0,130.8272340425532,14.140567375886524,0.46785714285714286,222.29007633587787,177.0,222.0,2026-06-05,On Track
Best Quality Food Mart,D - Low & Slow,Unassigned,1207.5,1680.0,-472.5,2,840.0,840.0,141,70.5,2025-09-25,2025-09-26,133,134,1.0,274.3007462686567,32.030149253731345,70.5,1.475177304964539,1.0,1.0,2025-09-27,OVERDUE
Town Pump - Bozeman #8 - 0317-1095,D - Low & Slow,Unassigned,1188.0,1464.0,-276.0,3,488.0,432.0,123,41.0,2025-11-10,2025-12-01,67,88,10.5,410.94,42.54681818181818,3.9047619047619047,26.634146341463417,21.0,27.0,2025-12-22,OVERDUE
Grocery Outlet - Oroville,D - Low & Slow,Unassigned,1180.4,1180.4,0.0,3,393.4666666666667,363.2,100,33.333333333333336,2025-05-14,2025-12-23,45,268,111.5,134.0722985074627,11.35820895522388,0.29895366218236175,347.88,278.0,348.0,2026-09-27,On Track
Deano's/Exxon,D - Low & Slow,Decker Larson,1164.0,1296.0,-132.0,2,648.0,648.0,110,55.0,2025-07-21,2025-10-28,101,200,99.0,177.1608,16.742,0.5555555555555556,187.2,149.0,187.0,2026-03-26,Upcoming (1-2 months)
Conoco - Craigmont,D - Low & Slow,Decker Larson,1152.0,1152.0,0.0,2,576.0,576.0,97,48.5,2025-07-18,2025-10-29,100,203,103.0,172.7432512315271,14.545221674876847,0.470873786407767,220.86597938144328,176.0,221.0,2026-04-23,On Track
Cousins Inn,D - Low & Slow,Elijah Benedick,1152.0,1152.0,0.0,3,384.0,384.0,96,32.0,2025-05-06,2025-07-31,190,276,43.0,127.05391304347826,10.587826086956522,0.7441860465116279,139.75,112.0,140.0,2025-11-20,OVERDUE
Dakota Mart Gas - Hot Springs #2,D - Low & Slow,Unassigned,1152.0,1152.0,0.0,2,576.0,576.0,97,48.5,2025-10-24,2025-10-27,102,105,3.0,333.97028571428575,28.120761904761906,16.166666666666668,6.432989690721649,5.0,6.0,2025-11-01,OVERDUE
Good2Go #716,D - Low & Slow,Unassigned,1152.0,1152.0,0.0,2,576.0,576.0,97,48.5,2025-05-23,2025-08-06,184,259,75.0,135.39335907335908,11.40030888030888,0.6466666666666666,160.82474226804126,128.0,161.0,2025-12-12,OVERDUE
Pomeroy Foods,D - Low & Slow,Decker Larson,1152.0,1152.0,0.0,3,384.0,384.0,97,32.333333333333336,2025-07-18,2025-12-10,58,203,72.5,172.7432512315271,14.545221674876847,0.4459770114942529,233.19587628865978,186.0,233.0,2026-06-14,On Track
Rasmussen Ace Hardware,D - Low & Slow,Jason Black,1152.0,1152.0,0.0,2,576.0,576.0,97,48.5,2025-08-19,2025-11-18,80,171,91.0,205.06947368421052,17.267134502923977,0.532967032967033,195.1340206185567,156.0,195.0,2026-04-23,On Track
Samuels Store and Blue Heron Cafe,D - Low & Slow,Ann Wheelock,1152.0,1152.0,0.0,4,288.0,240.0,97,24.25,2025-06-13,2025-09-18,141,238,32.333333333333336,147.3398319327731,12.406218487394959,0.75,138.66666666666666,111.0,139.0,2026-01-07,OVERDUE
On The Fly Gas Mart,D - Low & Slow,Bobbi Marshall,1138.5,1992.0,-853.5,4,498.0,480.0,168,42.0,2025-05-09,2025-12-18,50,273,74.33333333333333,126.94483516483517,18.732307692307693,0.5650224215246638,184.06349206349205,147.0,184.0,2026-05-14,On Track
Good2Go #102,D - Low & Slow,Unassigned,1135.5,2112.0,-976.5,2,1056.0,1056.0,178,89.0,2025-07-18,2025-07-23,198,203,5.0,170.26906403940887,26.691231527093596,17.8,5.842696629213483,5.0,6.0,2025-07-28,OVERDUE
Ace Hardware - Colonial UT,D - Low & Slow,Andy Coon,1116.0,1116.0,0.0,2,558.0,558.0,94,47.0,2025-11-03,2025-12-02,66,95,29.0,357.5898947368421,30.11957894736842,1.6206896551724137,64.17021276595744,51.0,64.0,2026-01-22,OVERDUE
Fast Stop #1111,D - Low & Slow,Unassigned,1116.0,1344.0,-228.0,3,448.0,480.0,112,37.333333333333336,2025-06-17,2025-10-06,123,234,55.5,145.17538461538462,14.56957264957265,0.6726726726726727,154.60714285714283,123.0,155.0,2026-02-06,OVERDUE
Grocery Outlet - Camas,D - Low & Slow,Unassigned,1100.95,1248.5,-147.55,2,624.25,624.25,106,53.0,2025-09-12,2025-09-12,147,147,0.0,227.97903401360546,21.949931972789116,,,,,,
Four Star Supply - Potlatch,D - Low & Slow,Unassigned,1095.0,1536.0,-441.0,5,307.2,192.0,129,25.8,2025-04-18,2025-12-10,58,294,59.0,113.37346938775511,13.356326530612245,0.43728813559322033,237.8294573643411,190.0,238.0,2026-06-18,On Track
Aspen Sports,D - Low & Slow,Linnzy Foster,1080.0,1080.0,0.0,3,360.0,420.0,91,30.333333333333332,2025-04-07,2025-09-23,136,305,84.5,107.78754098360656,9.082098360655738,0.358974358974359,289.7142857142857,231.0,290.0,2026-05-12,On Track
Good2Go #520,D - Low & Slow,Unassigned,1080.0,1476.0,-396.0,2,738.0,738.0,125,62.5,2025-11-18,2026-01-13,24,80,56.0,410.94,47.5625,1.1160714285714286,93.184,74.0,93.0,2026-03-28,Upcoming (1-2 months)
Fast Stop #1144,D - Low & Slow,Unassigned,1078.0,1636.0,-558.0,3,545.3333333333334,576.0,139,46.333333333333336,2025-06-17,2025-11-13,85,234,74.5,140.23213675213677,18.081880341880343,0.621923937360179,167.2230215827338,133.0,167.0,2026-03-26,Upcoming (1-2 months)
Big Horn Coop. Riverton,D - Low & Slow,Merlin Gleed,1056.0,1656.0,-600.0,3,552.0,576.0,140,46.666666666666664,2025-06-19,2025-10-07,122,232,55.0,138.5544827586207,18.36896551724138,0.8484848484848484,122.57142857142858,98.0,123.0,2026-01-13,OVERDUE
The Merc General Store,D - Low & Slow,Bobbi Marshall,1056.0,1056.0,0.0,2,528.0,528.0,89,44.5,2025-09-02,2025-11-11,87,157,70.0,204.74292993630573,17.25579617834395,0.6357142857142857,163.59550561797755,131.0,164.0,2026-03-22,Upcoming (1-2 months)
Newport Marina,D - Low & Slow,Elijah Benedick,1032.0,1032.0,0.0,3,344.0,264.0,87,29.0,2025-06-24,2025-08-05,185,227,21.0,138.3880176211454,11.666431718061675,1.380952380952381,75.3103448275862,60.0,75.0,2025-10-04,OVERDUE
Town And Country Parent Company,D - Low & Slow,VIEGEAR,1028.0,1028.0,0.0,2,514.0,514.0,87,43.5,2025-11-10,2025-11-10,88,88,0.0,355.5945454545455,30.09409090909091,,,,,,
Town Pump - Belgrade #3 - 1016,D - Low & Slow,Unassigned,1008.0,1104.0,-96.0,2,552.0,552.0,93,46.5,2025-04-03,2025-07-07,214,309,95.0,99.29941747572816,9.161553398058253,0.48947368421052634,212.4731182795699,170.0,212.0,2025-12-24,OVERDUE
Middle Fork Trading Post,D - Low & Slow,Bobbi Marshall,996.0,2082.0,-1086.0,3,694.0,672.0,176,58.666666666666664,2025-04-15,2025-12-10,58,297,119.5,102.08161616161617,18.03851851851852,0.4909344490934449,211.8409090909091,169.0,212.0,2026-05-28,On Track
Salmon Rapids Lodge,D - Low & Slow,Decker Larson,987.0,1344.0,-357.0,2,672.0,672.0,113,56.5,2025-04-30,2025-08-27,163,282,119.0,106.53999999999999,12.197588652482269,0.47478991596638653,219.04424778761063,175.0,219.0,2026-02-18,Urgent (< 2 weeks)
Fast Stop #1101,D - Low & Slow,Unassigned,972.0,1536.0,-564.0,2,768.0,768.0,130,65.0,2025-08-05,2025-10-10,119,185,66.0,159.9334054054054,21.39027027027027,0.9848484848484849,105.6,84.0,106.0,2026-01-02,OVERDUE
Town Pump - WSS #1 - 4400-1393,D - Low & Slow,Unassigned,972.0,972.0,0.0,2,486.0,486.0,82,41.0,2025-07-18,2025-11-10,88,203,115.0,145.752118226601,12.295960591133005,0.3565217391304348,291.7073170731707,233.0,292.0,2026-07-01,On Track
Good 2 Go #415,D - Low & Slow,Unassigned,966.6000000000001,1414.4,-447.8,5,282.88,288.0,118,23.6,2025-06-03,2026-01-21,16,248,58.0,118.6423548387097,14.483548387096773,0.40689655172413797,255.59322033898303,204.0,256.0,2026-08-13,On Track
RALLYSTOP 7 - SPRINGDALE SHELL,D - Low & Slow,Unassigned,963.0,2256.0,-1293.0,3,752.0,864.0,190,63.333333333333336,2025-06-27,2025-11-26,72,224,76.0,130.86482142857145,25.81964285714286,0.8333333333333334,124.8,100.0,125.0,2026-03-06,Soon (2-4 weeks)
The Big Horn Y,D - Low & Slow,Merlin Gleed,960.0,960.0,0.0,2,480.0,480.0,80,40.0,2025-06-25,2025-08-01,189,226,37.0,129.30265486725665,10.775221238938054,1.0810810810810811,96.19999999999999,77.0,96.0,2025-10-17,OVERDUE
Fast Stop #1155,D - Low & Slow,Unassigned,938.0,1610.0,-672.0,3,536.6666666666666,432.0,135,45.0,2025-09-10,2025-11-13,85,149,32.0,191.6289932885906,27.57986577181208,1.40625,73.95555555555555,59.0,74.0,2026-01-11,OVERDUE
Ace Hardware/Ridleys - Mountain Home #457,D - Low & Slow,Unassigned,930.6999999999999,930.6999999999999,0.0,2,465.34999999999997,465.34999999999997,78,39.0,2025-09-15,2025-12-24,44,144,100.0,196.73963888888886,16.488333333333333,0.39,266.6666666666667,213.0,267.0,2026-07-25,On Track
Clark Fork Pantry,D - Low & Slow,Ann Wheelock,864.0,864.0,0.0,2,432.0,432.0,72,36.0,2025-04-25,2025-07-18,203,287,84.0,91.63818815331011,7.6365156794425095,0.42857142857142855,242.66666666666669,194.0,243.0,2026-01-28,OVERDUE
Good2Go #221,D - Low & Slow,Unassigned,864.0,864.0,0.0,2,432.0,432.0,73,36.5,2025-06-13,2025-10-17,112,238,126.0,110.50487394957985,9.336638655462185,0.2896825396825397,359.01369863013696,287.0,359.0,2026-07-31,On Track
One Stop #36,D - Low & Slow,Unassigned,864.0,864.0,0.0,2,432.0,432.0,73,36.5,2025-09-16,2025-09-16,143,143,0.0,183.9172027972028,15.5393006993007,,,,,,
Roseville Grocery,D - Low & Slow,Unassigned,864.0,1084.5,-220.5,2,542.25,542.25,92,46.0,2025-04-11,2025-08-22,168,301,133.0,87.37594684385382,9.303920265780732,0.3458646616541353,300.69565217391306,240.0,301.0,2026-04-19,On Track
Shell Foodmart #101,D - Low & Slow,Merlin Gleed,864.0,1248.0,-384.0,2,624.0,624.0,106,53.0,2025-06-27,2025-08-21,169,224,55.0,117.41142857142857,14.404642857142857,0.9636363636363636,107.9245283018868,86.0,108.0,2025-11-15,OVERDUE
Lone Pine Dino Mart,D - Low & Slow,Unassigned,816.0,1332.0,-516.0,3,444.0,468.0,111,37.0,2025-07-23,2026-01-28,9,198,94.5,125.44969696969697,17.064848484848486,0.3915343915343915,265.6216216216216,212.0,266.0,2026-08-28,On Track
Alpine Standard/Chevron,D - Low & Slow,Lamar Helm,792.0,1464.0,-672.0,2,732.0,732.0,124,62.0,2025-09-15,2025-11-14,84,144,60.0,167.42,26.212222222222223,1.0333333333333334,100.64516129032258,80.0,101.0,2026-02-02,OVERDUE
Good2Go #205,D - Low & Slow,Unassigned,792.0,1200.0,-408.0,3,400.0,384.0,100,33.333333333333336,2025-04-04,2025-10-29,100,308,104.0,78.27428571428571,9.883116883116884,0.32051282051282054,324.47999999999996,259.0,324.0,2026-07-15,On Track
Starmount BP,D - Low & Slow,Unassigned,780.0,1248.0,-468.0,2,624.0,624.0,105,52.5,2025-06-27,2025-09-02,157,224,67.0,105.99642857142858,14.26875,0.7835820895522388,132.7238095238095,106.0,133.0,2025-12-17,OVERDUE
Good2Go #222,D - Low & Slow,Unassigned,776.9000000000001,1510.4,-733.5,3,503.4666666666667,576.0,128,42.666666666666664,2025-08-21,2026-01-29,8,169,80.5,139.9339408284024,23.05514792899408,0.5300207039337473,196.21875000000003,157.0,196.0,2026-07-05,On Track
Sunnyside Farms Market,D - Low & Slow,Andy Coon,769.5,864.0,-94.5,2,432.0,432.0,73,36.5,2025-10-08,2026-01-29,8,121,113.0,193.58330578512397,18.364628099173554,0.3230088495575221,321.972602739726,257.0,322.0,2026-10-13,On Track
Lynns Dakota Mart - Summerset,D - Low & Slow,Unassigned,766.5,1752.0,-985.5,4,438.0,360.0,147,36.75,2025-07-18,2025-11-17,81,203,40.666666666666664,114.93724137931035,22.042758620689657,0.903688524590164,115.08390022675736,92.0,115.0,2026-02-17,Urgent (< 2 weeks)
Ace Hardware - Lewiston,D - Low & Slow,Decker Larson,763.5,1152.0,-388.5,2,576.0,576.0,97,48.5,2025-06-27,2025-11-03,95,224,129.0,103.75419642857143,13.181607142857144,0.375968992248062,276.6185567010309,221.0,277.0,2026-06-12,On Track
Good2Go #715,D - Low & Slow,Unassigned,763.5,1824.0,-1060.5,2,912.0,912.0,154,77.0,2025-05-23,2025-08-06,184,259,75.0,89.73335907335908,18.09945945945946,1.0266666666666666,101.2987012987013,81.0,101.0,2025-10-26,OVERDUE
Main Street Mart - Pullman,D - Low & Slow,Unassigned,754.5,960.0,-205.5,6,160.0,192.0,80,13.333333333333334,2025-05-28,2025-12-10,58,254,39.2,90.4211811023622,9.587401574803149,0.3401360544217687,305.76,244.0,306.0,2026-08-11,On Track
HSB Ambulance,D - Low & Slow,VIEGEAR,750.0,750.0,0.0,2,375.0,375.0,63,31.5,2025-12-17,2025-12-26,42,51,9.0,447.64705882352945,37.60235294117647,3.5,29.714285714285715,24.0,30.0,2026-01-19,OVERDUE
