Customer,Segment,Primary_Rep,Net_Revenue,Visit_Every_Days,Hard_Deadline_Days,Visits_Per_Year,Visit_Cadence,Daily_Hat_Velocity
Fast Stop #1166,B - Steady Performers,Unassigned,2070.0,1.0,1.0,365.0,Weekly (1-7 days),89.0
Oliver Lemons-Sisters,D - Low & Slow,Unassigned,0.0,1.0,1.0,365.0,Weekly (1-7 days),76.0
Best Quality Food Mart,D - Low & Slow,Unassigned,1207.5,1.0,1.0,365.0,Weekly (1-7 days),70.5
Templeton Feed and Grain,A - High Velocity,VIEGEAR,22508.0,1.0,2.0,365.0,Weekly (1-7 days),67.71428571428571
Good2Go #517,D - Low & Slow,Unassigned,1728.0,2.0,3.0,182.5,Weekly (1-7 days),36.25
Grocery Outlet - Enumclaw WA,B - Steady Performers,Unassigned,4267.6,2.0,3.0,182.5,Weekly (1-7 days),35.9
Jacobson Lumber,D - Low & Slow,Decker Larson,1224.0,2.0,2.0,182.5,Weekly (1-7 days),51.5
Fast Stop #1161,D - Low & Slow,Unassigned,1725.0,2.0,2.0,182.5,Weekly (1-7 days),46.5
Buena Vista Lagrees,D - Low & Slow,Andy Coon,1404.0,3.0,3.0,121.7,Weekly (1-7 days),31.5
Shoshone Shell,B - Steady Performers,Unassigned,3324.0,4.0,4.0,91.2,Weekly (1-7 days),23.333333333333332
Town Pump (Employee Orders),A - High Velocity,Unassigned,15726.0,4.0,5.0,91.2,Weekly (1-7 days),22.469891919711785
Shoshone Valley Wide Farm Store,B - Steady Performers,Unassigned,3324.0,4.0,4.0,91.2,Weekly (1-7 days),23.333333333333332
The Market at Vail,D - Low & Slow,Unassigned,-168.0,4.0,4.0,91.2,Weekly (1-7 days),23.25
Grocery Outlet - LaQuinta,B - Steady Performers,Unassigned,3813.6,5.0,6.0,73.0,Weekly (1-7 days),16.46153846153846
Capps Home Building Center,D - Low & Slow,Dale  Becker,1248.0,5.0,6.0,73.0,Weekly (1-7 days),17.5
Dakota Mart Gas - Hot Springs #2,D - Low & Slow,Unassigned,1152.0,5.0,6.0,73.0,Weekly (1-7 days),16.166666666666668
Good2Go #102,D - Low & Slow,Unassigned,1135.5,5.0,6.0,73.0,Weekly (1-7 days),17.8
Clearwater River Casino Lodge,D - Low & Slow,Decker Larson,-183.0,5.0,6.0,73.0,Weekly (1-7 days),17.625
Inspired By Love Hair Salon,B - Steady Performers,Christa VIE,4488.0,6.0,8.0,60.8,Weekly (1-7 days),13.5
Town Pump-Parent Company:,B - Steady Performers,VIEGEAR,5581.0,6.0,8.0,60.8,Weekly (1-7 days),13.132352941176471
Traders,B - Steady Performers,Unassigned,3324.0,8.0,10.0,45.6,Bi-weekly (8-14 days),10.0
Grocery Outlet - Blue Diamond,B - Steady Performers,Unassigned,4721.599999999999,8.0,10.0,45.6,Bi-weekly (8-14 days),9.95
Tuls Dairies,E - New / One-Time,VIEGEAR,4500.0,9.0,11.0,40.6,Bi-weekly (8-14 days),9.717948717948717
Giovanni's Fish Market,B - Steady Performers,VIEGEAR,5301.0,10.0,13.0,36.5,Bi-weekly (8-14 days),8.316279069767443
Grocery Outlet - Independence,B - Steady Performers,Unassigned,2042.9999999999998,10.0,13.0,36.5,Bi-weekly (8-14 days),8.181818181818182
Grocery Outlet - Lynden,B - Steady Performers,Unassigned,4267.599999999999,11.0,13.0,33.2,Bi-weekly (8-14 days),7.826086956521739
Fairbank Equipment,E - New / One-Time,VIEGEAR,4896.0,11.0,13.0,33.2,Bi-weekly (8-14 days),7.773584905660377
Avimor,B - Steady Performers,VIEGEAR,2011.4299999999998,12.0,16.0,30.4,Bi-weekly (8-14 days),6.666666666666666
Fast Stop #1139,D - Low & Slow,Unassigned,1352.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Ace Hardware - Red Bluff,E - New / One-Time,Jeremiah Wagenman,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Sams Patch - Wellsville,E - New / One-Time,Andy Coon,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Mike's Market-Garden City,B - Steady Performers,Unassigned,23854.5,12.0,16.0,30.4,Bi-weekly (8-14 days),6.683087027914614
Pyramid Lake Marina,E - New / One-Time,Unassigned,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Oak Creek Ace Hardware,E - New / One-Time,Eric Arnold,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Packwood Ace Hardware,E - New / One-Time,Eric Arnold,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Thriftway Super Stop,E - New / One-Time,Unassigned,2496.0,12.0,15.0,30.4,Bi-weekly (8-14 days),7.0
Grocery Outlet - Kennewick,E - New / One-Time,Unassigned,2338.1,13.0,16.0,28.1,Bi-weekly (8-14 days),6.354838709677419
Grocery Outlet - Ashland,E - New / One-Time,Unassigned,2338.1,13.0,16.0,28.1,Bi-weekly (8-14 days),6.354838709677419
Ace/Ridleys Winnemucca,E - New / One-Time,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333334
Grocery Outlet - Grand Terrace,D - Low & Slow,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333333
Grocery Outlet - Yuba City,E - New / One-Time,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333334
Grocery Outlet - South Chico,E - New / One-Time,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333334
Grocery Outlet - Winnemucca,E - New / One-Time,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333334
Grocery Outlet - Blythe,E - New / One-Time,Unassigned,2360.7999999999997,13.0,16.0,28.1,Bi-weekly (8-14 days),6.633333333333334
Awalix LLC,E - New / One-Time,VIEGEAR,2047.0,14.0,18.0,26.1,Bi-weekly (8-14 days),5.733333333333333
Grocery Outlet - City Heights,D - Low & Slow,Unassigned,2088.4,14.0,18.0,26.1,Bi-weekly (8-14 days),5.9
Valley Country Store Preston,B - Steady Performers,Unassigned,1440.0,15.0,19.0,24.3,Monthly (15-30 days),5.527777777777778
Cedar Crest Chevron,E - New / One-Time,InHouse Orders,1536.0,15.0,19.0,24.3,Monthly (15-30 days),5.413043478260869
Dans Ace Hardware - Rexburg,E - New / One-Time,Lamar Helm,1920.0,15.0,19.0,24.3,Monthly (15-30 days),5.4
Riverside Station-West Yellowstone,B - Steady Performers,Unassigned,11916.0,16.0,20.0,22.8,Monthly (15-30 days),5.080645161290322
Grocery Outlet - Lake Stevens,B - Steady Performers,Unassigned,3654.7,16.0,20.0,22.8,Monthly (15-30 days),5.310344827586207
The Border Store - Hildale,D - Low & Slow,Andy Coon,1512.0,17.0,21.0,21.5,Monthly (15-30 days),4.96875
Last Chance C Store - Island Park,B - Steady Performers,Lamar Helm,14592.0,17.0,21.0,21.5,Monthly (15-30 days),4.880387931034482
Grocery Outlet - Westminster,E - New / One-Time,Unassigned,2360.7999999999997,18.0,22.0,20.3,Monthly (15-30 days),4.738095238095238
Florist Farms,B - Steady Performers,Christa VIE,4315.0,18.0,22.0,20.3,Monthly (15-30 days),4.653846153846154
IPCC-Idaho Pest Control,E - New / One-Time,Christa VIE,1674.0,18.0,22.0,20.3,Monthly (15-30 days),4.7
Stage Stop - Island Park,B - Steady Performers,Lamar Helm,4623.0,19.0,24.0,19.2,Monthly (15-30 days),4.258928571428571
Galvanize,E - New / One-Time,VIEGEAR,1575.0,19.0,23.0,19.2,Monthly (15-30 days),4.433333333333334
Star Travel Plaza - Reserve,E - New / One-Time,Unassigned,2496.0,20.0,25.0,18.2,Monthly (15-30 days),4.117647058823529
Star Travel Plaza - Harrier,E - New / One-Time,Unassigned,2496.0,20.0,25.0,18.2,Monthly (15-30 days),4.117647058823529
Hoback Market,B - Steady Performers,Lamar Helm,15702.0,20.0,25.0,18.2,Monthly (15-30 days),4.199875466998755
Mineral Lake Market,E - New / One-Time,Eric Arnold,1440.0,21.0,26.0,17.4,Monthly (15-30 days),4.033333333333333
Grocery Outlet - Orange,D - Low & Slow,Unassigned,2372.1499999999996,21.0,27.0,17.4,Monthly (15-30 days),3.9025423728813555
Idaho Novus Classical Academy,E - New / One-Time,- Unassigned -,3024.0,21.0,27.0,17.4,Monthly (15-30 days),3.923076923076923
Town Pump - Bozeman #8 - 0317-1095,D - Low & Slow,Unassigned,1188.0,21.0,27.0,17.4,Monthly (15-30 days),3.9047619047619047
McKays Bandon,E - New / One-Time,Unassigned,2496.0,21.0,26.0,17.4,Monthly (15-30 days),4.038461538461538
Travelers Rest Country Store,E - New / One-Time,Unassigned,2400.0,21.0,26.0,17.4,Monthly (15-30 days),3.9607843137254903
Coastal Pantry #4,E - New / One-Time,InHouse Orders,1344.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
Allred Ace Hardware - Orem,E - New / One-Time,Andy Coon,1008.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
Depoe Bay Charters,E - New / One-Time,Christa VIE,1344.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
Ron's Seed Supply,E - New / One-Time,Andy Coon,1344.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
Nixon Store,E - New / One-Time,Unassigned,1344.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
I80 Smokeshop,E - New / One-Time,Unassigned,1344.0,22.0,28.0,16.6,Monthly (15-30 days),3.7666666666666666
Grocery Outlet Long Beach,E - New / One-Time,Unassigned,1271.2,23.0,29.0,15.9,Monthly (15-30 days),3.566666666666667
Grocery Outlet - La Mirada,E - New / One-Time,Unassigned,1271.2,23.0,29.0,15.9,Monthly (15-30 days),3.566666666666667
Robin's Roost-Sam Patch Co. Grocer and Sundries,D - Low & Slow,Lamar Helm,3744.0,24.0,30.0,15.2,Monthly (15-30 days),3.5064935064935066
Venture Fuel Dino Mart,B - Steady Performers,Andy Coon,2748.0,24.0,30.0,15.2,Monthly (15-30 days),3.411764705882353
Escondido Hawthorne Country Store,D - Low & Slow,Devin Friebe,1920.0,24.0,30.0,15.2,Monthly (15-30 days),3.4623655913978495
Karl Malone Power Sports,B - Steady Performers,Adam Scott,3334.0,24.0,30.0,15.2,Monthly (15-30 days),3.5125
Nates Place,E - New / One-Time,Andy Coon,1248.0,24.0,30.0,15.2,Monthly (15-30 days),3.5
Twin Arrows Navajo Casino Resort,E - New / One-Time,Jimmy Latter,1248.0,24.0,30.0,15.2,Monthly (15-30 days),3.5
HSB Ambulance,D - Low & Slow,VIEGEAR,750.0,24.0,30.0,15.2,Monthly (15-30 days),3.5
Hometown Ace Hardware Yakima,B - Steady Performers,Eric Arnold,4572.0,25.0,31.0,14.6,Monthly (15-30 days),3.3676190476190477
Real-Tuff Livestock Equipment,E - New / One-Time,Merlin Gleed,1512.0,25.0,32.0,14.6,Monthly (15-30 days),3.2564102564102564
Fast Stop #1122,D - Low & Slow,Unassigned,6639.0,25.0,32.0,14.6,Monthly (15-30 days),3.2857142857142856
Town Pump - Glendive - 8320-1205,B - Steady Performers,Unassigned,11692.0,25.0,31.0,14.6,Monthly (15-30 days),3.327334083239595
Beach Exxon,D - Low & Slow,JADEN BLACK,1932.0,26.0,33.0,14.0,Monthly (15-30 days),3.1724137931034484
Grocery Outlet - Yakima,B - Steady Performers,Unassigned,3359.5999999999995,26.0,33.0,14.0,Monthly (15-30 days),3.1444444444444444
Grocery Outlet - E Wenatchee,B - Steady Performers,Unassigned,4358.4,26.0,32.0,14.0,Monthly (15-30 days),3.2327586206896552
Mike's Market Lava,B - Steady Performers,Unassigned,11028.0,27.0,34.0,13.5,Monthly (15-30 days),3.095806720355457
Broulim's Alpine Store,B - Steady Performers,Unassigned,11040.0,27.0,34.0,13.5,Monthly (15-30 days),3.0202757502027575
Fickler Oil Co.,B - Steady Performers,Lamar Helm,10692.0,27.0,34.0,13.5,Monthly (15-30 days),3.0518796992481203
On the Run #80254,B - Steady Performers,Unassigned,8400.0,28.0,36.0,13.0,Monthly (15-30 days),2.9207920792079207
Town Pump - Big Timber #2 - 6300-1033,B - Steady Performers,Unassigned,8928.0,28.0,36.0,13.0,Monthly (15-30 days),2.924444444444444
Grocery Outlet - Lacey,B - Steady Performers,Unassigned,2281.3499999999995,28.0,36.0,13.0,Monthly (15-30 days),2.9130434782608696
Moab Shell Station,B - Steady Performers,Andy Coon,7897.5,29.0,36.0,12.6,Monthly (15-30 days),2.8825396825396825
Grocery Outlet - Lorain,E - New / One-Time,Unassigned,2360.7999999999997,30.0,38.0,12.2,Monthly (15-30 days),2.763888888888889
Town Pump - Boulder #1 - 1075,B - Steady Performers,Unassigned,9655.5,30.0,37.0,12.2,Monthly (15-30 days),2.780597014925373
Town Pump - Bonner #1 - 8500-1070,B - Steady Performers,Unassigned,10884.0,30.0,37.0,12.2,Monthly (15-30 days),2.7945762711864406
Town Pump - Butte #4 - 0914-1119,B - Steady Performers,Unassigned,8664.0,30.0,38.0,12.2,Monthly (15-30 days),2.7406015037593985
Town Pump - Rocker Flying J - 4710-1357,B - Steady Performers,Unassigned,7587.0,31.0,38.0,11.8,Every 1-2 Months (31-60 days),2.717920353982301
Montana City Store,E - New / One-Time,Lamar Helm,2376.0,31.0,38.0,11.8,Every 1-2 Months (31-60 days),2.7027027027027026
Valley Wide Country Store Zillah,E - New / One-Time,Unassigned,2208.0,32.0,40.0,11.4,Every 1-2 Months (31-60 days),2.5833333333333335
BJ’S Food Mart,D - Low & Slow,Unassigned,1824.0,32.0,41.0,11.4,Every 1-2 Months (31-60 days),2.566666666666667
Coffee Cup Fuel Stop - Vivian,D - Low & Slow,Unassigned,3576.0,32.0,40.0,11.4,Every 1-2 Months (31-60 days),2.577639751552795
Town Pump - Dillon #2,B - Steady Performers,Unassigned,8664.0,33.0,42.0,11.1,Every 1-2 Months (31-60 days),2.4886363636363638
Town Pump Bozeman #9 - 1096,B - Steady Performers,Unassigned,6454.0,33.0,41.0,11.1,Every 1-2 Months (31-60 days),2.5454545454545454
Town Pump - MSLA #7 FLYING J - 8202-1328,B - Steady Performers,Unassigned,9422.0,33.0,42.0,11.1,Every 1-2 Months (31-60 days),2.4894915254237286
Grocery Outlet - Grants Pass,B - Steady Performers,Unassigned,5493.4,33.0,41.0,11.1,Every 1-2 Months (31-60 days),2.5197278911564625
Madison Foods,D - Low & Slow,Lamar Helm,5952.0,34.0,43.0,10.7,Every 1-2 Months (31-60 days),2.4437689969604866
The Western Ranchman Store,E - New / One-Time,Jimmy Latter,864.0,34.0,43.0,10.7,Every 1-2 Months (31-60 days),2.433333333333333
Army Surplus Store,B - Steady Performers,Lamar Helm,6698.0,34.0,43.0,10.7,Every 1-2 Months (31-60 days),2.4189560439560442
Grocery Outlet - Brookings,B - Steady Performers,Unassigned,6583.0,35.0,44.0,10.4,Every 1-2 Months (31-60 days),2.3441860465116275
Lynns Dakota Mart - Hot Springs,B - Steady Performers,Unassigned,3816.0,35.0,44.0,10.4,Every 1-2 Months (31-60 days),2.36734693877551
Grocery Outlet - Wildmar,B - Steady Performers,Unassigned,4812.4,35.0,44.0,10.4,Every 1-2 Months (31-60 days),2.374269005847953
Grocery Outlet - San Luis Obispo,E - New / One-Time,Unassigned,2270.0,35.0,44.0,10.4,Every 1-2 Months (31-60 days),2.3875
Okanogan IGA Market,E - New / One-Time,Eric Arnold,2352.0,36.0,46.0,10.1,Every 1-2 Months (31-60 days),2.2758620689655173
Idaho Falls Sinclair Operating LLC,B - Steady Performers,Unassigned,4056.0,36.0,45.0,10.1,Every 1-2 Months (31-60 days),2.31023102310231
Grocery Outlet - Lancaster,B - Steady Performers,Unassigned,3722.7999999999997,36.0,45.0,10.1,Every 1-2 Months (31-60 days),2.3003663003663006
Moab Stu Mart Chevron,D - Low & Slow,Andy Coon,2268.0,36.0,45.0,10.1,Every 1-2 Months (31-60 days),2.327272727272727
KJ's #80229,B - Steady Performers,Unassigned,7068.0,36.0,45.0,10.1,Every 1-2 Months (31-60 days),2.2985915492957747
Grocery Outlet - Corning,E - New / One-Time,Unassigned,817.1999999999999,36.0,45.0,10.1,Every 1-2 Months (31-60 days),2.3
Bellas Market,E - New / One-Time,Unassigned,2496.0,37.0,47.0,9.9,Every 1-2 Months (31-60 days),2.234042553191489
B & S Market,E - New / One-Time,Elijah Benedick,0.0,37.0,46.0,9.9,Every 1-2 Months (31-60 days),2.2580645161290325
Grocery Outlet - Tillamook,B - Steady Performers,Unassigned,4959.949999999999,37.0,46.0,9.9,Every 1-2 Months (31-60 days),2.2652027027027026
Kalispell #1,D - Low & Slow,Unassigned,3562.0,37.0,46.0,9.9,Every 1-2 Months (31-60 days),2.2566037735849056
Brush Creek Gas Grocery and Farm,B - Steady Performers,Unassigned,2976.0,37.0,46.0,9.9,Every 1-2 Months (31-60 days),2.246031746031746
Grocery Outlet - Ferndale,E - New / One-Time,Unassigned,2270.0,37.0,47.0,9.9,Every 1-2 Months (31-60 days),2.2209302325581395
Grocery Outlet - Placerville,B - Steady Performers,Unassigned,6432.950000000001,38.0,48.0,9.6,Every 1-2 Months (31-60 days),2.1566666666666667
Dakota Ace Hardware,E - New / One-Time,Jason Black,2448.0,38.0,47.0,9.6,Every 1-2 Months (31-60 days),2.1914893617021276
Quick Track #93,D - Low & Slow,Unassigned,3528.0,38.0,48.0,9.6,Every 1-2 Months (31-60 days),2.1838235294117645
Roxy's Market,B - Steady Performers,Lamar Helm,6588.0,38.0,48.0,9.6,Every 1-2 Months (31-60 days),2.1793193717277486
Valley Wide - Nampa,B - Steady Performers,Unassigned,6072.0,38.0,47.0,9.6,Every 1-2 Months (31-60 days),2.2044334975369457
Good2Go #414,D - Low & Slow,Unassigned,493.5,38.0,47.0,9.6,Every 1-2 Months (31-60 days),2.1923076923076925
Wray's Marketfresh IGA Southgate,E - New / One-Time,Eric Arnold,2256.0,38.0,48.0,9.6,Every 1-2 Months (31-60 days),2.1839080459770117
Locking Horns Riverside Restaurant,B - Steady Performers,Christa VIE,7429.5,38.0,48.0,9.6,Every 1-2 Months (31-60 days),2.1575342465753424
Great Scotts-Eagle,B - Steady Performers,Bobbi Marshall,5875.5,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.1180555555555554
Town Pump - Rocker #1 - 5600-1354 *058,B - Steady Performers,Unassigned,6792.0,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.1279761904761907
Kellys Hitching Post,D - Low & Slow,Unassigned,7644.0,39.0,48.0,9.4,Every 1-2 Months (31-60 days),2.1516129032258067
Sam Patch Co. Grocer & Sundries LLC,D - Low & Slow,Lamar Helm,7452.0,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.1214285714285714
Kalispel Market,D - Low & Slow,Unassigned,1932.0,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.1176470588235294
Brookshire Brothers - Onalaska,E - New / One-Time,Unassigned,2016.0,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.125
Grocery Outlet - Cave Junction,B - Steady Performers,Unassigned,4948.599999999999,39.0,49.0,9.4,Every 1-2 Months (31-60 days),2.142123287671233
Grocery Outlet - Woodland CA,B - Steady Performers,Unassigned,1577.65,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.08974358974359
Grocery Outlet - French Valley,B - Steady Performers,Unassigned,6537.599999999999,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.097715736040609
Town Pump - Billings #1-8915,B - Steady Performers,Unassigned,7332.0,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.0986394557823127
Shell Foodmart  #102,D - Low & Slow,Merlin Gleed,3840.0,40.0,51.0,9.1,Every 1-2 Months (31-60 days),2.0527131782945736
Ace Hardware-McCall #455-000,B - Steady Performers,Unassigned,6882.3,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.0848765432098766
Westside Market,B - Steady Performers,Lamar Helm,5712.0,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.0852601156069364
Valley Country Store Crossroads,B - Steady Performers,Unassigned,6933.0,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.0719665271966528
Kremmling Mercantile,B - Steady Performers,Andy Coon,7770.0,40.0,50.0,9.1,Every 1-2 Months (31-60 days),2.0844621513944226
Great Scotts-Eagle:Garden Valley Chevron Store,B - Steady Performers,Bobbi Marshall,7231.5,41.0,52.0,8.9,Every 1-2 Months (31-60 days),2.0045627376425856
Buy Quick 4,B - Steady Performers,Unassigned,2106.0,41.0,51.0,8.9,Every 1-2 Months (31-60 days),2.02
Town Pump - Bozeman #10 - 5402-1098,D - Low & Slow,Unassigned,5106.0,41.0,52.0,8.9,Every 1-2 Months (31-60 days),2.001407459535538
Lynns Dakota Mart - Sturgis,D - Low & Slow,Unassigned,2496.0,41.0,51.0,8.9,Every 1-2 Months (31-60 days),2.0208333333333335
Clinton Market,B - Steady Performers,Lamar Helm,5904.0,41.0,52.0,8.9,Every 1-2 Months (31-60 days),2.01635687732342
Valley Country Store Parma,B - Steady Performers,Unassigned,6540.0,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9714285714285715
Grocery Outlet - Burney,B - Steady Performers,Unassigned,2179.2,42.0,52.0,8.7,Every 1-2 Months (31-60 days),1.9891304347826086
Town Pump Whitehall #1,D - Low & Slow,Unassigned,3804.0,42.0,52.0,8.7,Every 1-2 Months (31-60 days),1.9814814814814814
Allens Manix Store,D - Low & Slow,Lamar Helm,2592.0,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9702380952380953
Grocery Outlet - Eugene,D - Low & Slow,Unassigned,4494.799999999999,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9666666666666666
Essential Fuels #1,D - Low & Slow,Unassigned,5484.0,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9613135402609088
Seaside Market,E - New / One-Time,Elijah Benedick,828.0,42.0,52.0,8.7,Every 1-2 Months (31-60 days),2.0
Parkland On The Run #80122,B - Steady Performers,Unassigned,5328.0,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9605978260869565
Lancaster Market,D - Low & Slow,Ann Wheelock,5739.0,42.0,53.0,8.7,Every 1-2 Months (31-60 days),1.9556962025316456
Grocery Outlet - Truckee,E - New / One-Time,Unassigned,5538.8,43.0,53.0,8.5,Every 1-2 Months (31-60 days),1.9458333333333333
Three Mile Corner Store,D - Low & Slow,Ann Wheelock,4776.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.9172932330827068
Bryce Canyon Rv and Gas LLC,D - Low & Slow,Jason Black,2842.5,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.924398625429553
Essential Fuels Bridger,B - Steady Performers,Lamar Helm,4980.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.9361702127659575
Town Pump - Polson #1 - 3610-1347,B - Steady Performers,Unassigned,5740.0,43.0,53.0,8.5,Every 1-2 Months (31-60 days),1.9444444444444444
Wheat Montana,B - Steady Performers,Lamar Helm,6993.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.933453237410072
Town Pump - Plains #1 - 3500-1340,B - Steady Performers,Unassigned,6954.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.9268774703557312
Town Pump - Bozeman #5 - 1915-1086,B - Steady Performers,Unassigned,6096.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.9300291545189503
Good2Go #503,B - Steady Performers,Unassigned,1992.0,43.0,54.0,8.5,Every 1-2 Months (31-60 days),1.9196428571428572
Market At Nederland,D - Low & Slow,Unassigned,3072.0,44.0,55.0,8.3,Every 1-2 Months (31-60 days),1.8778195488721803
Fast Stop #1102,B - Steady Performers,Unassigned,7260.0,44.0,55.0,8.3,Every 1-2 Months (31-60 days),1.895910780669145
Town Pump - Ennis #1 - 2200-1187,D - Low & Slow,Unassigned,6000.0,44.0,56.0,8.3,Every 1-2 Months (31-60 days),1.868143459915612
44 Degrees North,D - Low & Slow,Unassigned,4488.0,44.0,55.0,8.3,Every 1-2 Months (31-60 days),1.8782608695652172
Valley Country Store Bellevue,B - Steady Performers,Unassigned,5052.0,45.0,57.0,8.1,Every 1-2 Months (31-60 days),1.8362068965517242
Lakeside Market - Oroville,B - Steady Performers,Paula Hemmen,4032.0,45.0,56.0,8.1,Every 1-2 Months (31-60 days),1.8626373626373627
Ace Hardware/Ridleys-Pinedale #456-000,B - Steady Performers,Unassigned,7562.8,45.0,57.0,8.1,Every 1-2 Months (31-60 days),1.8397111913357402
RALLYSTOP 12 - NEW HARMONY,B - Steady Performers,Unassigned,4926.0,46.0,57.0,7.9,Every 1-2 Months (31-60 days),1.8096069868995632
Bob's Valley Market,B - Steady Performers,Lamar Helm,5328.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.8050251256281407
Mr. Gas,B - Steady Performers,Unassigned,4896.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.7995642701525054
Supreme Smoke Shop,B - Steady Performers,JADEN BLACK,1951.5,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.7905405405405406
Fast Stop #1159,D - Low & Slow,Unassigned,708.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.7989417989417988
Joe’s Main Street Market,B - Steady Performers,Jason Black,5760.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.7863720073664824
Dakota Mart Gas - Custer,B - Steady Performers,Unassigned,4380.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.78743961352657
Grocery Outlet - Elma,D - Low & Slow,Unassigned,4867.0,46.0,57.0,7.9,Every 1-2 Months (31-60 days),1.8121546961325967
Ace Hardware - Montebello #19185,E - New / One-Time,Devin Friebe,1344.0,46.0,58.0,7.9,Every 1-2 Months (31-60 days),1.7936507936507937
Grocery Outlet - Pocatello,B - Steady Performers,Unassigned,1781.9499999999998,47.0,58.0,7.8,Every 1-2 Months (31-60 days),1.7844827586206897
Rocky Mountain Supply Ennis,D - Low & Slow,Unassigned,2112.0,47.0,58.0,7.8,Every 1-2 Months (31-60 days),1.78
Grocery Outlet - Incline Village,B - Steady Performers,Unassigned,5743.1,47.0,59.0,7.8,Every 1-2 Months (31-60 days),1.7565055762081785
Stewarts Ace Hardware -Herriman #346,B - Steady Performers,Unassigned,3334.0,47.0,58.0,7.8,Every 1-2 Months (31-60 days),1.7777777777777777
Arminens Gas LLC,D - Low & Slow,Andy Coon,6403.5,47.0,59.0,7.8,Every 1-2 Months (31-60 days),1.7515151515151515
Good2Go #504,B - Steady Performers,Unassigned,4800.0,47.0,59.0,7.8,Every 1-2 Months (31-60 days),1.7526737967914439
Mountain High Grocery,D - Low & Slow,Elijah Benedick,4848.0,47.0,60.0,7.8,Every 1-2 Months (31-60 days),1.747863247863248
Fast Stop #2241,D - Low & Slow,Unassigned,1234.5,47.0,59.0,7.8,Every 1-2 Months (31-60 days),1.7682926829268293
Mountainland One Stop,B - Steady Performers,Andy Coon,5965.5,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7305439330543935
Pinedale Sinclair,D - Low & Slow,Lamar Helm,3552.0,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7249999999999999
Grocery Outlet - MT. Vernon,E - New / One-Time,Unassigned,2360.7999999999997,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7456140350877194
Grocery Outlet - Hailey,B - Steady Performers,Unassigned,4981.5,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7338709677419355
Kalispell Market Site 3 Cusik,D - Low & Slow,Unassigned,1776.0,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7325581395348837
Grocery Outlet - Mammoth Lakes,B - Steady Performers,Unassigned,5209.65,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7386363636363635
